#
#                              distance (vertice unit) / time (seconds) / angle (degrees)
#
#       X          Y          Z                    V                            VC                               J                            AccT                 Radi   
    -8.72093    2.24687   -4.33009         -1.064223996434939E-05         -4.873888224230017E-07         -1.112962878677239E-05          9.778996724602733E-07    9.99263
    -9.16600    2.87153   -4.12480         -1.054411034598899E-05         -5.544445344419360E-07         -1.109855488043092E-05          9.732600525073965E-07   10.45348
   -10.17699    2.91668   -4.17800         -1.036194154266670E-05         -6.735343936643339E-07         -1.103547593633103E-05          9.739554534498772E-07   11.38130
   -10.70949    3.29336   -4.02294         -1.022790804913289E-05         -7.544294216678543E-07         -1.098233747080075E-05          9.665371582918855E-07   11.90476
   -11.75430    3.31983   -4.04644         -9.969656690759170E-06         -8.965262778874487E-07         -1.086618296864662E-05          9.570692099439720E-07   12.86695
   -12.31295    2.98182   -4.25930         -9.805524984049851E-06         -9.645255543445378E-07         -1.077005053839439E-05          9.524048343362883E-07   13.36569
   -13.33181    2.95049   -4.21068         -9.514228865092480E-06         -1.120427730756220E-06         -1.063465659584870E-05          9.336939943367542E-07   14.28889
   -13.83692    2.33934   -4.48762         -9.333631614992098E-06         -1.183468023436115E-06         -1.051709963842821E-05          9.251434234813123E-07   14.73334
   -14.69027    1.99961   -4.44329         -9.081885887359724E-06         -1.320904003808452E-06         -1.040278989116818E-05          9.018003149094425E-07   15.47725
   -14.84183    1.08216   -4.63052         -9.052137323882254E-06         -1.330810266774486E-06         -1.038294759065674E-05          9.037490089695996E-07   15.58501
   -15.32160    0.54931   -4.46873         -8.970342396216930E-06         -1.412552064651265E-06         -1.038289446086819E-05          8.913174469597918E-07   15.96943
   -15.15645   -0.43856   -4.29093         -9.167647846909374E-06         -1.381646401679299E-06         -1.054929424858867E-05          8.966887020718811E-07   15.75825
   -14.54083   -0.90356   -4.23338         -9.466004544064878E-06         -1.275529858005868E-06         -1.074153440207075E-05          9.173627828576053E-07   15.17147
   -14.27932   -1.71612   -3.88260         -9.690680572937763E-06         -1.243030655783111E-06         -1.093371122872087E-05          9.218385565635174E-07   14.89694
   -13.54240   -2.04046   -3.95249         -9.885523061432860E-06         -1.127142262197475E-06         -1.101266532363033E-05          9.377705591804614E-07   14.25420
   -13.17390   -2.71012   -3.86720         -9.895045483380934E-06         -1.087098144458989E-06         -1.098214362783992E-05          9.356044206677206E-07   13.99470
   -12.27121   -2.84292   -4.05583         -1.002621656722755E-05         -9.534970690500997E-07         -1.097971363627765E-05          9.518265950451775E-07   13.23309
   -11.76966   -3.32739   -4.04727         -9.999697183573656E-06         -8.989994730884475E-07         -1.089869665666210E-05          9.507265875416897E-07   12.88319
   -10.70304   -3.38554   -4.11264         -1.017778789857387E-05         -7.572994298464816E-07         -1.093508732842035E-05          9.601883371903369E-07   11.95537
   -10.16375   -2.95963   -4.21833         -1.036054670262854E-05         -6.734326957047924E-07         -1.103397939833333E-05          9.710269948843665E-07   11.39542
    -9.12792   -2.95300   -4.21346         -1.050099559231632E-05         -5.531097855370560E-07         -1.105410537785338E-05          9.692022902694859E-07   10.47819
    -8.72087   -2.26275   -4.33141         -1.066863536416531E-05         -4.878130011903935E-07         -1.115644836535571E-05          9.759047113904816E-07    9.99674
    -7.91456   -1.92693   -4.27737         -1.084203488975852E-05         -3.987503203416641E-07         -1.124078521010019E-05          9.679858012794471E-07    9.20050
    -7.84181   -0.99534   -4.36914         -1.094343867336680E-05         -3.755022333346933E-07         -1.131894090670150E-05          9.745886646563645E-07    9.03184
    -7.34461   -0.50231   -4.27835         -1.107219936153814E-05         -3.256886331786653E-07         -1.139788799471680E-05          9.654324218426020E-07    8.51469
    -8.42259    0.50204   -4.56321         -1.080105848746744E-05         -4.278287122482337E-07         -1.122888719971568E-05          9.857303035601351E-07    9.59244
    -9.00012    0.97777   -4.63506         -1.065181416010563E-05         -4.925281850629859E-07         -1.114434234516862E-05          9.890569658172803E-07   10.17064
    -9.20709    1.81182   -4.51848         -1.057079683728117E-05         -5.291564877052578E-07         -1.109995332498643E-05          9.849959053544661E-07   10.41489
   -10.17156    1.98355   -4.57551         -1.036183597493168E-05         -6.453912104490901E-07         -1.100722718538077E-05          9.838626665242352E-07   11.32830
   -10.69638    2.46375   -4.44031         -1.023831997766174E-05         -7.240411505872974E-07         -1.096236112824903E-05          9.769942957951260E-07   11.84057
   -11.78754    2.50242   -4.49811         -9.944903562718029E-06         -8.726287145485714E-07         -1.081753227726660E-05          9.654127865901616E-07   12.86239
   -12.34878    2.05438   -4.72544         -9.751301851685064E-06         -9.417658893969724E-07         -1.069306774108204E-05          9.592637110739998E-07   13.38068
   -13.37929    1.92263   -4.76357         -9.418661016230293E-06         -1.097948502283611E-06         -1.051660951851390E-05          9.375690633670219E-07   14.33156
   -13.60848    1.05460   -4.89812         -9.389509389475231E-06         -1.119587710957925E-06         -1.050909710043316E-05          9.380553904332381E-07   14.50153
   -14.21766    0.55386   -4.80939         -9.251871386558736E-06         -1.216615089356842E-06         -1.046848647591558E-05          9.241924117205040E-07   15.01928
   -14.08180   -0.44400   -4.59006         -9.460500411357846E-06         -1.192852531892270E-06         -1.065335294325012E-05          9.284569650926306E-07   14.81766
   -13.41594   -0.89556   -4.49906         -9.755115437018536E-06         -1.086454915094871E-06         -1.084157035211341E-05          9.476884605155506E-07   14.17854
   -13.13804   -1.67947   -4.21227         -9.939409714581016E-06         -1.054238757421936E-06         -1.099364847200295E-05          9.518107464763063E-07   13.89863
   -12.24743   -1.85445   -4.30509         -1.013413728027730E-05         -9.220900607801763E-07         -1.105622734105748E-05          9.666657753224718E-07   13.11383
   -11.74910   -2.34824   -4.23393         -1.020384767105575E-05         -8.626983716823698E-07         -1.106654604273812E-05          9.679406529609260E-07   12.70755
   -10.70826   -2.40679   -4.33106         -1.035635684939462E-05         -7.239016759606621E-07         -1.108025852535528E-05          9.773350848117408E-07   11.79905
   -10.19266   -1.92973   -4.44845         -1.048689845503539E-05         -6.467077961268149E-07         -1.113360625116220E-05          9.851176322833032E-07   11.28729
    -9.24110   -1.79231   -4.45367         -1.064302297985540E-05         -5.325041677770760E-07         -1.117552714763247E-05          9.851590540905606E-07   10.41372
    -9.03254   -0.95455   -4.56755         -1.071482670122881E-05         -4.957717009126823E-07         -1.121059840214149E-05          9.898435999658089E-07   10.16663
    -8.43956   -0.49340   -4.53706         -1.082565809640899E-05         -4.294970425983647E-07         -1.125515513900735E-05          9.858682215746636E-07    9.59451
    -9.59056    0.47784   -4.74035         -1.055287938259719E-05         -5.541194196072774E-07         -1.110699880220447E-05          9.928466424469588E-07   10.70879
   -10.33399    0.82677   -4.82921         -1.034410407411299E-05         -6.458704371924999E-07         -1.098997451130549E-05          9.898264350452492E-07   11.43661
   -10.70801    1.49843   -4.78094         -1.021759871751535E-05         -7.025520391074125E-07         -1.092015075662277E-05          9.843827083895384E-07   11.82219
   -11.79408    1.53059   -4.87308         -9.902691112736836E-06         -8.500020226467220E-07         -1.075269313538356E-05          9.715852005813285E-07   12.85262
   -12.18480    0.86123   -4.96942         -9.821772016671666E-06         -8.966843952568248E-07         -1.071845641192849E-05          9.695571235209909E-07   13.18735
   -12.96868    0.51699   -4.95633         -9.617913987486674E-06         -1.012324870985477E-06         -1.063023885847215E-05          9.559534133465078E-07   13.89314
   -12.91199   -0.43532   -4.77661         -9.767610459003973E-06         -1.003040905132967E-06         -1.077065136413694E-05          9.577725127292757E-07   13.77407
   -12.13011   -0.76770   -4.70692         -1.004095493675763E-05         -8.877774323126537E-07         -1.092873236907028E-05          9.734948256947142E-07   13.03396
   -11.74345   -1.40293   -4.52219         -1.020394223954242E-05         -8.405906581500231E-07         -1.104453289769244E-05          9.778159670868653E-07   12.66203
   -10.72952   -1.41966   -4.56842         -1.039970826645913E-05         -7.039416529014340E-07         -1.110364991936056E-05          9.870396497489452E-07   11.74770
   -10.35143   -0.78673   -4.70508         -1.044695271721818E-05         -6.476505512614749E-07         -1.109460326847966E-05          9.919238690766142E-07   11.39775
    -9.60601   -0.45904   -4.69899         -1.058721304752857E-05         -5.557954840430841E-07         -1.114300853157165E-05          9.931937840437081E-07   10.70358
   -10.86264    0.35395   -4.91148         -1.021518959491052E-05         -7.098557731237166E-07         -1.092504536803424E-05          9.880100528724579E-07   11.92665
   -11.62739    0.35625   -4.95955         -1.000840947964035E-05         -8.132242521287051E-07         -1.082163373176905E-05          9.800456840977902E-07   12.64596
   -11.62938   -0.32037   -4.87678         -1.007008015931372E-05         -8.133574032686497E-07         -1.088343756258237E-05          9.804097356972337E-07   12.61460
   -10.86464   -0.32267   -4.82871         -1.028301615549509E-05         -7.099892709869867E-07         -1.099300542648208E-05          9.885375063986673E-07   11.89373
    -4.01544   -0.98532    1.77306         -1.281767812041752E-05         -1.027299700254060E-07         -1.292040809044293E-05          6.211314679939648E-07    4.49870
    -4.36311    0.65157    1.80684         -1.281528889592107E-05         -1.169524358948808E-07         -1.293224133181595E-05          6.171881470364603E-07    4.76717
    -3.54867    1.24180   -1.83581         -1.276572322253533E-05         -8.494492500884910E-08         -1.285066814754418E-05          7.068081890004991E-07    4.18393
    -4.18783   -2.66552   -0.11521         -1.269964771015637E-05         -1.480914142182998E-07         -1.284773912437467E-05          5.376435579459608E-07    4.96550
    -4.18447   -2.68057    0.06209         -1.269785746482066E-05         -1.484062629681812E-07         -1.284626372778884E-05          5.325680325906509E-07    4.96982
    -3.78275    3.00955   -1.22983         -1.241537865666598E-05         -1.404218098440141E-07         -1.255580046650999E-05          7.050179773973903E-07    4.98790
    -4.98694    3.87398    0.50350         -1.199963826912609E-05         -2.396424474409083E-07         -1.223928071656700E-05          6.830760581328568E-07    6.33488
